# Mass           Radius         Fe/Mg          Si/Mg          wt%+h2o        Bulk density   core_wt%       core_rad%      
0.90000       0.98844       0.50000       0.50000       0.00000       5138.04079    0.28414       0.49666   
0.90000       0.99089       0.50000       0.60000       0.00000       5100.11016    0.26777       0.48584   
0.90000       0.99306       0.50000       0.70000       0.00000       5066.75565    0.25318       0.47593   
0.90000       0.99499       0.50000       0.80000       0.00000       5037.21794    0.24010       0.46679   
0.90000       0.99673       0.50000       0.90000       0.00000       5010.86742    0.22830       0.45834   
0.90000       0.99831       0.50000       1.00000       0.00000       4987.21210    0.21761       0.45048   
0.90000       1.00001       0.50000       1.10000       0.00000       4961.80064    0.20788       0.44302   
0.90000       1.00144       0.50000       1.20000       0.00000       4940.48619    0.19898       0.43610   
0.90000       1.00277       0.50000       1.30000       0.00000       4920.98995    0.19081       0.42960   
0.90000       1.00398       0.50000       1.40000       0.00000       4903.09808    0.18328       0.42347   
0.90000       1.00510       0.50000       1.50000       0.00000       4886.77051    0.17633       0.41769   
0.90000       1.00609       0.50000       1.60000       0.00000       4872.44138    0.16988       0.41224   
0.90000       1.00701       0.50000       1.70000       0.00000       4858.98089    0.16389       0.40706   
0.90000       1.00789       0.50000       1.80000       0.00000       4846.28333    0.15831       0.40213   
0.90000       1.00872       0.50000       1.90000       0.00000       4834.40465    0.15309       0.39743   
0.90000       0.97893       0.60000       0.50000       0.00000       5289.21309    0.32263       0.52271   
0.90000       0.98180       0.60000       0.60000       0.00000       5243.08918    0.30499       0.51158   
0.90000       0.98435       0.60000       0.70000       0.00000       5202.40092    0.28917       0.50136   
0.90000       0.98664       0.60000       0.80000       0.00000       5166.21207    0.27492       0.49193   
0.90000       0.98871       0.60000       0.90000       0.00000       5133.82172    0.26200       0.48319   
0.90000       0.99059       0.60000       1.00000       0.00000       5104.67182    0.25024       0.47506   
0.90000       0.99257       0.60000       1.10000       0.00000       5074.13148    0.23950       0.46733   
0.90000       0.99427       0.60000       1.20000       0.00000       5048.17243    0.22963       0.46015   
0.90000       0.99584       0.60000       1.30000       0.00000       5024.40025    0.22055       0.45339   
0.90000       0.99729       0.60000       1.40000       0.00000       5002.55554    0.21216       0.44703   
0.90000       0.99862       0.60000       1.50000       0.00000       4982.56911    0.20438       0.44101   
0.90000       0.99980       0.60000       1.60000       0.00000       4964.85594    0.19716       0.43534   
0.90000       1.00092       0.60000       1.70000       0.00000       4948.23363    0.19043       0.42994   
0.90000       1.00198       0.60000       1.80000       0.00000       4932.57637    0.18414       0.42481   
0.90000       1.00297       0.60000       1.90000       0.00000       4917.92686    0.17825       0.41991   
0.90000       0.97029       0.70000       0.50000       0.00000       5431.87210    0.35720       0.54526   
0.90000       0.97349       0.70000       0.60000       0.00000       5378.45903    0.33861       0.53390   
0.90000       0.97636       0.70000       0.70000       0.00000       5331.19744    0.32186       0.52345   
0.90000       0.97894       0.70000       0.80000       0.00000       5289.05926    0.30668       0.51380   
0.90000       0.98129       0.70000       0.90000       0.00000       5251.24835    0.29288       0.50484   
0.90000       0.98343       0.70000       1.00000       0.00000       5217.07528    0.28026       0.49649   
0.90000       0.98565       0.70000       1.10000       0.00000       5181.82800    0.26869       0.48855   
0.90000       0.98757       0.70000       1.20000       0.00000       5151.61067    0.25803       0.48116   
0.90000       0.98935       0.70000       1.30000       0.00000       5123.90006    0.24819       0.47421   
0.90000       0.99100       0.70000       1.40000       0.00000       5098.40463    0.23907       0.46765   
