# Mass           Radius         Fe/Mg          Si/Mg          wt%+h2o        Bulk density   core_wt%       core_rad%      
2.50000       1.31301       0.50000       0.50000       0.00000       6088.94251    0.28414       0.48500   
2.50000       1.31688       0.50000       0.60000       0.00000       6035.49007    0.26777       0.47430   
2.50000       1.32033       0.50000       0.70000       0.00000       5988.24907    0.25318       0.46451   
2.50000       1.32344       0.50000       0.80000       0.00000       5946.21045    0.24010       0.45550   
2.50000       1.32624       0.50000       0.90000       0.00000       5908.57947    0.22830       0.44716   
2.50000       1.32878       0.50000       1.00000       0.00000       5874.69074    0.21761       0.43942   
2.50000       1.33114       0.50000       1.10000       0.00000       5843.52801    0.20788       0.43219   
2.50000       1.33334       0.50000       1.20000       0.00000       5814.64525    0.19898       0.42541   
2.50000       1.33538       0.50000       1.30000       0.00000       5788.11438    0.19081       0.41904   
2.50000       1.33726       0.50000       1.40000       0.00000       5763.68296    0.18328       0.41305   
2.50000       1.33899       0.50000       1.50000       0.00000       5741.42230    0.17633       0.40739   
2.50000       1.34059       0.50000       1.60000       0.00000       5720.87551    0.16988       0.40205   
2.50000       1.34207       0.50000       1.70000       0.00000       5701.91378    0.16389       0.39697   
2.50000       1.34347       0.50000       1.80000       0.00000       5684.17134    0.15831       0.39215   
2.50000       1.34478       0.50000       1.90000       0.00000       5667.48504    0.15309       0.38756   
2.50000       1.29978       0.60000       0.50000       0.00000       6276.73795    0.32263       0.51054   
2.50000       1.30420       0.60000       0.60000       0.00000       6213.27501    0.30499       0.49951   
2.50000       1.30816       0.60000       0.70000       0.00000       6157.00088    0.28917       0.48941   
2.50000       1.31173       0.60000       0.80000       0.00000       6106.78582    0.27492       0.48009   
2.50000       1.31498       0.60000       0.90000       0.00000       6061.69804    0.26200       0.47146   
2.50000       1.31793       0.60000       1.00000       0.00000       6021.00386    0.25024       0.46344   
2.50000       1.32067       0.60000       1.10000       0.00000       5983.60463    0.23950       0.45593   
2.50000       1.32323       0.60000       1.20000       0.00000       5948.97539    0.22963       0.44889   
2.50000       1.32560       0.60000       1.30000       0.00000       5917.14826    0.22055       0.44227   
2.50000       1.32780       0.60000       1.40000       0.00000       5887.82265    0.21216       0.43603   
2.50000       1.32982       0.60000       1.50000       0.00000       5860.96736    0.20438       0.43015   
2.50000       1.33170       0.60000       1.60000       0.00000       5836.22234    0.19716       0.42457   
2.50000       1.33344       0.60000       1.70000       0.00000       5813.34068    0.19043       0.41929   
2.50000       1.33508       0.60000       1.80000       0.00000       5791.91228    0.18414       0.41426   
2.50000       1.33663       0.60000       1.90000       0.00000       5771.78814    0.17825       0.40946   
2.50000       1.28778       0.70000       0.50000       0.00000       6453.92730    0.35720       0.53268   
2.50000       1.29262       0.70000       0.60000       0.00000       6381.62335    0.33861       0.52142   
2.50000       1.29700       0.70000       0.70000       0.00000       6317.32190    0.32186       0.51107   
2.50000       1.30096       0.70000       0.80000       0.00000       6259.77075    0.30668       0.50152   
2.50000       1.30457       0.70000       0.90000       0.00000       6207.95677    0.29288       0.49266   
2.50000       1.30787       0.70000       1.00000       0.00000       6161.07898    0.28026       0.48441   
2.50000       1.31094       0.70000       1.10000       0.00000       6117.92068    0.26869       0.47669   
2.50000       1.31380       0.70000       1.20000       0.00000       6078.01742    0.25803       0.46944   
2.50000       1.31645       0.70000       1.30000       0.00000       6041.32327    0.24819       0.46261   
2.50000       1.31892       0.70000       1.40000       0.00000       6007.47061    0.23907       0.45618   
2.50000       1.32121       0.70000       1.50000       0.00000       5976.36911    0.23059       0.45010   
2.50000       1.32332       0.70000       1.60000       0.00000       5947.70772    0.22270       0.44434   
2.50000       1.32530       0.70000       1.70000       0.00000       5921.17653    0.21533       0.43888   
2.50000       1.32716       0.70000       1.80000       0.00000       5896.29565    0.20843       0.43368   
2.50000       1.32892       0.70000       1.90000       0.00000       5872.95303    0.20196       0.42872   
2.50000       1.27683       0.80000       0.50000       0.00000       6621.45965    0.38841       0.55221   
2.50000       1.28202       0.80000       0.60000       0.00000       6541.32382    0.36912       0.54077   
2.50000       1.28672       0.80000       0.70000       0.00000       6469.85606    0.35167       0.53025   
2.50000       1.29100       0.80000       0.80000       0.00000       6405.71282    0.33578       0.52051   
2.50000       1.29491       0.80000       0.90000       0.00000       6347.84119    0.32128       0.51147   
2.50000       1.29850       0.80000       1.00000       0.00000       6295.35245    0.30797       0.50305   
2.50000       1.30185       0.80000       1.10000       0.00000       6246.86309    0.29572       0.49514   
2.50000       1.30498       0.80000       1.20000       0.00000       6202.12813    0.28441       0.48772   
2.50000       1.30788       0.80000       1.30000       0.00000       6160.93752    0.27393       0.48073   
2.50000       1.31058       0.80000       1.40000       0.00000       6122.90487    0.26420       0.47413   
2.50000       1.31309       0.80000       1.50000       0.00000       6087.85276    0.25513       0.46789   
2.50000       1.31542       0.80000       1.60000       0.00000       6055.55201    0.24667       0.46198   
2.50000       1.31760       0.80000       1.70000       0.00000       6025.60096    0.23875       0.45637   
2.50000       1.31965       0.80000       1.80000       0.00000       5997.50594    0.23132       0.45102   
2.50000       1.32159       0.80000       1.90000       0.00000       5971.13095    0.22434       0.44592   
2.50000       1.26678       0.90000       0.50000       0.00000       6780.16775    0.41672       0.56966   
2.50000       1.27225       0.90000       0.60000       0.00000       6693.07963    0.39695       0.55809   
2.50000       1.27723       0.90000       0.70000       0.00000       6615.20814    0.37896       0.54743   
2.50000       1.28177       0.90000       0.80000       0.00000       6545.13743    0.36254       0.53756   
2.50000       1.28593       0.90000       0.90000       0.00000       6481.77874    0.34748       0.52838   
2.50000       1.28976       0.90000       1.00000       0.00000       6424.19062    0.33362       0.51981   
2.50000       1.29336       0.90000       1.10000       0.00000       6370.78701    0.32083       0.51176   
2.50000       1.29670       0.90000       1.20000       0.00000       6321.60144    0.30898       0.50420   
2.50000       1.29982       0.90000       1.30000       0.00000       6276.26922    0.29797       0.49707   
2.50000       1.30272       0.90000       1.40000       0.00000       6234.36267    0.28772       0.49034   
2.50000       1.30543       0.90000       1.50000       0.00000       6195.64359    0.27815       0.48397   
2.50000       1.30795       0.90000       1.60000       0.00000       6159.96123    0.26920       0.47793   
2.50000       1.31030       0.90000       1.70000       0.00000       6126.80823    0.26081       0.47219   
2.50000       1.31253       0.90000       1.80000       0.00000       6095.69368    0.25292       0.46672   
2.50000       1.31463       0.90000       1.90000       0.00000       6066.48138    0.24550       0.46150   
2.50000       1.25754       1.00000       0.50000       0.00000       6930.78465    0.44254       0.58541   
2.50000       1.26323       1.00000       0.60000       0.00000       6837.52103    0.42242       0.57376   
2.50000       1.26842       1.00000       0.70000       0.00000       6753.90153    0.40406       0.56300   
2.50000       1.27318       1.00000       0.80000       0.00000       6678.49406    0.38722       0.55302   
2.50000       1.27755       1.00000       0.90000       0.00000       6610.15199    0.37174       0.54373   
2.50000       1.28159       1.00000       1.00000       0.00000       6547.92865    0.35744       0.53505   
2.50000       1.28539       1.00000       1.10000       0.00000       6489.99997    0.34420       0.52688   
2.50000       1.28893       1.00000       1.20000       0.00000       6436.72772    0.33191       0.51920   
2.50000       1.29222       1.00000       1.30000       0.00000       6387.56461    0.32047       0.51196   
2.50000       1.29531       1.00000       1.40000       0.00000       6342.06522    0.30979       0.50511   
2.50000       1.29819       1.00000       1.50000       0.00000       6299.94282    0.29979       0.49863   
2.50000       1.30087       1.00000       1.60000       0.00000       6261.09418    0.29042       0.49248   
2.50000       1.30338       1.00000       1.70000       0.00000       6224.95888    0.28162       0.48664   
2.50000       1.30576       1.00000       1.80000       0.00000       6191.01480    0.27334       0.48106   
2.50000       1.30801       1.00000       1.90000       0.00000       6159.13392    0.26553       0.47574   
2.50000       1.24900       1.10000       0.50000       0.00000       7073.95340    0.46616       0.59975   
2.50000       1.25487       1.10000       0.60000       0.00000       6975.20242    0.44583       0.58803   
2.50000       1.26024       1.10000       0.70000       0.00000       6886.42383    0.42720       0.57720   
2.50000       1.26517       1.10000       0.80000       0.00000       6806.18884    0.41007       0.56714   
2.50000       1.26971       1.10000       0.90000       0.00000       6733.33115    0.39425       0.55777   
2.50000       1.27392       1.10000       1.00000       0.00000       6666.86437    0.37962       0.54900   
2.50000       1.27790       1.10000       1.10000       0.00000       6604.79542    0.36602       0.54074   
2.50000       1.28160       1.10000       1.20000       0.00000       6547.75725    0.35337       0.53296   
2.50000       1.28506       1.10000       1.30000       0.00000       6495.05497    0.34157       0.52563   
2.50000       1.28829       1.10000       1.40000       0.00000       6446.22367    0.33052       0.51869   
2.50000       1.29132       1.10000       1.50000       0.00000       6400.93785    0.32017       0.51211   
2.50000       1.29415       1.10000       1.60000       0.00000       6359.12786    0.31045       0.50587   
2.50000       1.29680       1.10000       1.70000       0.00000       6320.19351    0.30130       0.49993   
2.50000       1.29931       1.10000       1.80000       0.00000       6283.60678    0.29268       0.49427   
2.50000       1.30169       1.10000       1.90000       0.00000       6249.21621    0.28453       0.48886   
2.50000       1.24108       1.20000       0.50000       0.00000       7210.26016    0.48786       0.61288   
2.50000       1.24708       1.20000       0.60000       0.00000       7106.60256    0.46742       0.60113   
2.50000       1.25260       1.20000       0.70000       0.00000       7013.20192    0.44862       0.59025   
2.50000       1.25767       1.20000       0.80000       0.00000       6928.61427    0.43127       0.58014   
2.50000       1.26236       1.20000       0.90000       0.00000       6851.64190    0.41521       0.57070   
2.50000       1.26671       1.20000       1.00000       0.00000       6781.30649    0.40031       0.56186   
2.50000       1.27084       1.20000       1.10000       0.00000       6715.43185    0.38644       0.55352   
2.50000       1.27468       1.20000       1.20000       0.00000       6654.92019    0.37350       0.54567   
2.50000       1.27828       1.20000       1.30000       0.00000       6598.94513    0.36140       0.53826   
2.50000       1.28165       1.20000       1.40000       0.00000       6547.01700    0.35005       0.53124   
2.50000       1.28481       1.20000       1.50000       0.00000       6498.78842    0.33940       0.52458   
2.50000       1.28776       1.20000       1.60000       0.00000       6454.21129    0.32938       0.51827   
2.50000       1.29054       1.20000       1.70000       0.00000       6412.66681    0.31993       0.51225   
2.50000       1.29317       1.20000       1.80000       0.00000       6373.58608    0.31101       0.50651   
2.50000       1.29566       1.20000       1.90000       0.00000       6336.82969    0.30257       0.50102   
2.50000       1.23371       1.30000       0.50000       0.00000       7340.20177    0.50787       0.62498   
2.50000       1.23982       1.30000       0.60000       0.00000       7232.18112    0.48738       0.61322   
2.50000       1.24545       1.30000       0.70000       0.00000       7134.62983    0.46849       0.60231   
2.50000       1.25064       1.30000       0.80000       0.00000       7046.09969    0.45100       0.59216   
2.50000       1.25545       1.30000       0.90000       0.00000       6965.38989    0.43477       0.58268   
2.50000       1.25992       1.30000       1.00000       0.00000       6891.51563    0.41967       0.57378   
2.50000       1.26418       1.30000       1.10000       0.00000       6822.14205    0.40558       0.56538   
2.50000       1.26814       1.30000       1.20000       0.00000       6758.43198    0.39241       0.55747   
2.50000       1.27185       1.30000       1.30000       0.00000       6699.42338    0.38007       0.54999   
2.50000       1.27534       1.30000       1.40000       0.00000       6644.62234    0.36848       0.54291   
2.50000       1.27862       1.30000       1.50000       0.00000       6593.65231    0.35757       0.53619   
2.50000       1.28168       1.30000       1.60000       0.00000       6546.48815    0.34729       0.52980   
2.50000       1.28457       1.30000       1.70000       0.00000       6502.49648    0.33759       0.52372   
2.50000       1.28730       1.30000       1.80000       0.00000       6461.06716    0.32841       0.51792   
2.50000       1.28990       1.30000       1.90000       0.00000       6422.09891    0.31972       0.51236   
2.50000       1.22684       1.40000       0.50000       0.00000       7464.24282    0.52637       0.63618   
2.50000       1.23303       1.40000       0.60000       0.00000       7352.32955    0.50591       0.62442   
2.50000       1.23875       1.40000       0.70000       0.00000       7251.04575    0.48698       0.61351   
2.50000       1.24404       1.40000       0.80000       0.00000       7158.95596    0.46941       0.60333   
2.50000       1.24895       1.40000       0.90000       0.00000       7074.85572    0.45306       0.59382   
2.50000       1.25352       1.40000       1.00000       0.00000       6997.74514    0.43782       0.58489   
2.50000       1.25788       1.40000       1.10000       0.00000       6925.15068    0.42357       0.57644   
2.50000       1.26194       1.40000       1.20000       0.00000       6858.48640    0.41021       0.56848   
2.50000       1.26576       1.40000       1.30000       0.00000       6796.67242    0.39768       0.56095   
2.50000       1.26935       1.40000       1.40000       0.00000       6739.20165    0.38588       0.55381   
2.50000       1.27272       1.40000       1.50000       0.00000       6685.67636    0.37477       0.54704   
2.50000       1.27589       1.40000       1.60000       0.00000       6636.08960    0.36428       0.54060   
2.50000       1.27887       1.40000       1.70000       0.00000       6589.80123    0.35436       0.53446   
2.50000       1.28170       1.40000       1.80000       0.00000       6546.18841    0.34496       0.52859   
2.50000       1.28439       1.40000       1.90000       0.00000       6505.12130    0.33605       0.52298   
2.50000       1.22041       1.50000       0.50000       0.00000       7582.80233    0.54354       0.64660   
2.50000       1.22666       1.50000       0.60000       0.00000       7467.42606    0.52314       0.63486   
2.50000       1.23245       1.50000       0.70000       0.00000       7362.78404    0.50422       0.62394   
2.50000       1.23781       1.50000       0.80000       0.00000       7267.46830    0.48662       0.61376   
2.50000       1.24280       1.50000       0.90000       0.00000       7180.26976    0.47021       0.60423   
2.50000       1.24746       1.50000       1.00000       0.00000       7100.19842    0.45487       0.59527   
2.50000       1.25191       1.50000       1.10000       0.00000       7024.65829    0.44049       0.58678   
2.50000       1.25606       1.50000       1.20000       0.00000       6955.26986    0.42700       0.57879   
2.50000       1.25997       1.50000       1.30000       0.00000       6890.84990    0.41431       0.57122   
2.50000       1.26364       1.50000       1.40000       0.00000       6830.89622    0.40236       0.56404   
2.50000       1.26711       1.50000       1.50000       0.00000       6774.99236    0.39107       0.55721   
2.50000       1.27036       1.50000       1.60000       0.00000       6723.14659    0.38040       0.55073   
2.50000       1.27342       1.50000       1.70000       0.00000       6674.70340    0.37030       0.54454   
2.50000       1.27634       1.50000       1.80000       0.00000       6629.02238    0.36071       0.53863   
2.50000       1.27911       1.50000       1.90000       0.00000       6585.98833    0.35162       0.53296   
2.50000       1.21439       1.60000       0.50000       0.00000       7696.25054    0.55950       0.65632   
2.50000       1.22068       1.60000       0.60000       0.00000       7577.77715    0.53921       0.64461   
2.50000       1.22652       1.60000       0.70000       0.00000       7470.13060    0.52034       0.63371   
2.50000       1.23194       1.60000       0.80000       0.00000       7371.90211    0.50275       0.62353   
2.50000       1.23700       1.60000       0.90000       0.00000       7281.88870    0.48631       0.61398   
2.50000       1.24172       1.60000       1.00000       0.00000       7199.10986    0.47091       0.60501   
2.50000       1.24625       1.60000       1.10000       0.00000       7120.85121    0.45646       0.59650   
2.50000       1.25047       1.60000       1.20000       0.00000       7048.94453    0.44286       0.58847   
2.50000       1.25445       1.60000       1.30000       0.00000       6982.11336    0.43006       0.58087   
2.50000       1.25820       1.60000       1.40000       0.00000       6919.85168    0.41797       0.57366   
2.50000       1.26175       1.60000       1.50000       0.00000       6861.72557    0.40654       0.56680   
2.50000       1.26507       1.60000       1.60000       0.00000       6807.76060    0.39572       0.56027   
2.50000       1.26821       1.60000       1.70000       0.00000       6757.29396    0.38547       0.55404   
