# Mass           Radius         Fe/Mg          Si/Mg          wt%+h2o        Bulk density   core_wt%       core_rad%      
1.60000       1.16210       0.50000       0.50000       0.00000       5620.77660    0.28414       0.49010   
1.60000       1.16523       0.50000       0.60000       0.00000       5575.59397    0.26777       0.47937   
1.60000       1.16802       0.50000       0.70000       0.00000       5535.74180    0.25318       0.46954   
1.60000       1.17052       0.50000       0.80000       0.00000       5500.33570    0.24010       0.46049   
1.60000       1.17278       0.50000       0.90000       0.00000       5468.67216    0.22830       0.45211   
1.60000       1.17482       0.50000       1.00000       0.00000       5440.17559    0.21761       0.44433   
1.60000       1.17687       0.50000       1.10000       0.00000       5411.83977    0.20788       0.43699   
1.60000       1.17867       0.50000       1.20000       0.00000       5386.99760    0.19898       0.43016   
1.60000       1.18034       0.50000       1.30000       0.00000       5364.22673    0.19081       0.42374   
1.60000       1.18188       0.50000       1.40000       0.00000       5343.28979    0.18328       0.41769   
1.60000       1.18331       0.50000       1.50000       0.00000       5323.97991    0.17633       0.41198   
1.60000       1.18460       0.50000       1.60000       0.00000       5306.54424    0.16988       0.40659   
1.60000       1.18579       0.50000       1.70000       0.00000       5290.60304    0.16389       0.40148   
1.60000       1.18692       0.50000       1.80000       0.00000       5275.52650    0.15831       0.39661   
1.60000       1.18798       0.50000       1.90000       0.00000       5261.41201    0.15309       0.39198   
1.60000       1.15060       0.60000       0.50000       0.00000       5790.97033    0.32263       0.51586   
1.60000       1.15422       0.60000       0.60000       0.00000       5736.64932    0.30499       0.50481   
1.60000       1.15747       0.60000       0.70000       0.00000       5688.58950    0.28917       0.49467   
1.60000       1.16039       0.60000       0.80000       0.00000       5645.75507    0.27492       0.48532   
1.60000       1.16303       0.60000       0.90000       0.00000       5607.34013    0.26200       0.47665   
1.60000       1.16543       0.60000       1.00000       0.00000       5572.69355    0.25024       0.46859   
1.60000       1.16782       0.60000       1.10000       0.00000       5538.57323    0.23950       0.46098   
1.60000       1.16994       0.60000       1.20000       0.00000       5508.52069    0.22963       0.45389   
1.60000       1.17190       0.60000       1.30000       0.00000       5480.94491    0.22055       0.44722   
1.60000       1.17372       0.60000       1.40000       0.00000       5455.56077    0.21216       0.44093   
1.60000       1.17540       0.60000       1.50000       0.00000       5432.13068    0.20438       0.43499   
1.60000       1.17694       0.60000       1.60000       0.00000       5410.85357    0.19716       0.42937   
1.60000       1.17836       0.60000       1.70000       0.00000       5391.34975    0.19043       0.42404   
1.60000       1.17970       0.60000       1.80000       0.00000       5372.93642    0.18414       0.41897   
1.60000       1.18097       0.60000       1.90000       0.00000       5355.70612    0.17825       0.41414   
1.60000       1.14016       0.70000       0.50000       0.00000       5951.55918    0.35720       0.53819   
1.60000       1.14417       0.70000       0.60000       0.00000       5889.15921    0.33861       0.52690   
1.60000       1.14778       0.70000       0.70000       0.00000       5833.76584    0.32186       0.51652   
1.60000       1.15105       0.70000       0.80000       0.00000       5784.25672    0.30668       0.50694   
1.60000       1.15402       0.70000       0.90000       0.00000       5739.73680    0.29288       0.49805   
1.60000       1.15673       0.70000       1.00000       0.00000       5699.49749    0.28026       0.48977   
1.60000       1.15940       0.70000       1.10000       0.00000       5660.11700    0.26869       0.48194   
1.60000       1.16179       0.70000       1.20000       0.00000       5625.28228    0.25803       0.47464   
1.60000       1.16400       0.70000       1.30000       0.00000       5593.28053    0.24819       0.46777   
1.60000       1.16606       0.70000       1.40000       0.00000       5563.79068    0.23907       0.46128   
1.60000       1.16797       0.70000       1.50000       0.00000       5536.53809    0.23059       0.45515   
1.60000       1.16972       0.70000       1.60000       0.00000       5511.69378    0.22270       0.44935   
1.60000       1.17134       0.70000       1.70000       0.00000       5488.86770    0.21533       0.44385   
1.60000       1.17287       0.70000       1.80000       0.00000       5467.34131    0.20843       0.43861   
1.60000       1.17432       0.70000       1.90000       0.00000       5447.17845    0.20196       0.43360   
1.60000       1.13063       0.80000       0.50000       0.00000       6103.40489    0.38841       0.55786   
1.60000       1.13495       0.80000       0.60000       0.00000       6033.83341    0.36912       0.54640   
1.60000       1.13887       0.80000       0.70000       0.00000       5971.88414    0.35167       0.53585   
1.60000       1.14242       0.80000       0.80000       0.00000       5916.36530    0.33578       0.52610   
1.60000       1.14566       0.80000       0.90000       0.00000       5866.32641    0.32128       0.51703   
1.60000       1.14862       0.80000       1.00000       0.00000       5820.98824    0.30797       0.50857   
1.60000       1.15154       0.80000       1.10000       0.00000       5776.80668    0.29572       0.50057   
1.60000       1.15416       0.80000       1.20000       0.00000       5737.58213    0.28441       0.49310   
1.60000       1.15659       0.80000       1.30000       0.00000       5701.50309    0.27393       0.48606   
1.60000       1.15885       0.80000       1.40000       0.00000       5668.21298    0.26420       0.47942   
1.60000       1.16096       0.80000       1.50000       0.00000       5637.41387    0.25513       0.47313   
1.60000       1.16290       0.80000       1.60000       0.00000       5609.24719    0.24667       0.46718   
1.60000       1.16469       0.80000       1.70000       0.00000       5583.31331    0.23875       0.46153   
1.60000       1.16640       0.80000       1.80000       0.00000       5558.87262    0.23132       0.45614   
1.60000       1.16801       0.80000       1.90000       0.00000       5535.96742    0.22434       0.45100   
1.60000       1.12188       0.90000       0.50000       0.00000       6247.24088    0.41672       0.57543   
1.60000       1.12646       0.90000       0.60000       0.00000       6171.30194    0.39695       0.56385   
1.60000       1.13062       0.90000       0.70000       0.00000       6103.48218    0.37896       0.55317   
1.60000       1.13441       0.90000       0.80000       0.00000       6042.55180    0.36254       0.54328   
1.60000       1.13787       0.90000       0.90000       0.00000       5987.49612    0.34748       0.53407   
1.60000       1.14106       0.90000       1.00000       0.00000       5937.52541    0.33362       0.52548   
1.60000       1.14419       0.90000       1.10000       0.00000       5888.95223    0.32083       0.51734   
1.60000       1.14700       0.90000       1.20000       0.00000       5845.68999    0.30898       0.50973   
1.60000       1.14962       0.90000       1.30000       0.00000       5805.84542    0.29797       0.50256   
1.60000       1.15206       0.90000       1.40000       0.00000       5769.03400    0.28772       0.49578   
1.60000       1.15434       0.90000       1.50000       0.00000       5734.94183    0.27815       0.48936   
