# Mass           Radius         Fe/Mg          Si/Mg          wt%+h2o        Bulk density   core_wt%       core_rad%      
1.10000       1.04637       0.50000       0.50000       0.00000       5293.53849    0.28414       0.49442   
1.10000       1.04903       0.50000       0.60000       0.00000       5253.42399    0.26777       0.48363   
1.10000       1.05139       0.50000       0.70000       0.00000       5218.12428    0.25318       0.47375   
1.10000       1.05350       0.50000       0.80000       0.00000       5186.81498    0.24010       0.46464   
1.10000       1.05540       0.50000       0.90000       0.00000       5158.86125    0.22830       0.45622   
1.10000       1.05711       0.50000       1.00000       0.00000       5133.75686    0.21761       0.44839   
1.10000       1.05892       0.50000       1.10000       0.00000       5107.48698    0.20788       0.44098   
1.10000       1.06047       0.50000       1.20000       0.00000       5085.13091    0.19898       0.43408   
1.10000       1.06190       0.50000       1.30000       0.00000       5064.66555    0.19081       0.42761   
1.10000       1.06322       0.50000       1.40000       0.00000       5045.86481    0.18328       0.42151   
1.10000       1.06443       0.50000       1.50000       0.00000       5028.56490    0.17633       0.41576   
1.10000       1.06552       0.50000       1.60000       0.00000       5013.21459    0.16988       0.41032   
1.10000       1.06652       0.50000       1.70000       0.00000       4999.06779    0.16389       0.40517   
1.10000       1.06748       0.50000       1.80000       0.00000       4985.65262    0.15831       0.40026   
1.10000       1.06838       0.50000       1.90000       0.00000       4973.11693    0.15309       0.39559   
1.10000       1.03620       0.60000       0.50000       0.00000       5450.91433    0.32263       0.52037   
1.10000       1.03930       0.60000       0.60000       0.00000       5402.30760    0.30499       0.50927   
1.10000       1.04207       0.60000       0.70000       0.00000       5359.37199    0.28917       0.49908   
1.10000       1.04456       0.60000       0.80000       0.00000       5321.15622    0.27492       0.48968   
1.10000       1.04680       0.60000       0.90000       0.00000       5286.93771    0.26200       0.48097   
1.10000       1.04885       0.60000       1.00000       0.00000       5256.10921    0.25024       0.47286   
1.10000       1.05096       0.60000       1.10000       0.00000       5224.54371    0.23950       0.46517   
1.10000       1.05278       0.60000       1.20000       0.00000       5197.35835    0.22963       0.45802   
1.10000       1.05447       0.60000       1.30000       0.00000       5172.44400    0.22055       0.45130   
1.10000       1.05603       0.60000       1.40000       0.00000       5149.53224    0.21216       0.44496   
1.10000       1.05748       0.60000       1.50000       0.00000       5128.42737    0.20438       0.43897   
1.10000       1.05878       0.60000       1.60000       0.00000       5109.56205    0.19716       0.43332   
1.10000       1.05999       0.60000       1.70000       0.00000       5092.11469    0.19043       0.42795   
1.10000       1.06114       0.60000       1.80000       0.00000       5075.61637    0.18414       0.42284   
1.10000       1.06221       0.60000       1.90000       0.00000       5060.19408    0.17825       0.41796   
1.10000       1.02696       0.70000       0.50000       0.00000       5599.38999    0.35720       0.54284   
1.10000       1.03041       0.70000       0.60000       0.00000       5543.26607    0.33861       0.53151   
1.10000       1.03352       0.70000       0.70000       0.00000       5493.51156    0.32186       0.52109   
1.10000       1.03632       0.70000       0.80000       0.00000       5449.09653    0.30668       0.51147   
1.10000       1.03886       0.70000       0.90000       0.00000       5409.21306    0.29288       0.50253   
1.10000       1.04117       0.70000       1.00000       0.00000       5373.19257    0.28026       0.49421   
1.10000       1.04353       0.70000       1.10000       0.00000       5336.78894    0.26869       0.48631   
1.10000       1.04560       0.70000       1.20000       0.00000       5305.17393    0.25803       0.47895   
1.10000       1.04752       0.70000       1.30000       0.00000       5276.16023    0.24819       0.47203   
1.10000       1.04929       0.70000       1.40000       0.00000       5249.44708    0.23907       0.46549   
1.10000       1.05094       0.70000       1.50000       0.00000       5224.81780    0.23059       0.45932   
1.10000       1.05242       0.70000       1.60000       0.00000       5202.69145    0.22270       0.45348   
1.10000       1.05381       0.70000       1.70000       0.00000       5182.15900    0.21533       0.44793   
1.10000       1.05513       0.70000       1.80000       0.00000       5162.77547    0.20843       0.44265   
1.10000       1.05637       0.70000       1.90000       0.00000       5144.64763    0.20196       0.43761   
1.10000       1.01852       0.80000       0.50000       0.00000       5739.73296    0.38841       0.56263   
1.10000       1.02226       0.80000       0.60000       0.00000       5676.94320    0.36912       0.55113   
1.10000       1.02564       0.80000       0.70000       0.00000       5621.10348    0.35167       0.54055   
1.10000       1.02869       0.80000       0.80000       0.00000       5571.11573    0.33578       0.53075   
