# Mass           Radius         Fe/Mg          Si/Mg          wt%+h2o        Bulk density   core_wt%       core_rad%      
2.30000       1.28373       0.50000       0.50000       0.00000       5993.94788    0.28414       0.48593   
2.30000       1.28745       0.50000       0.60000       0.00000       5942.21291    0.26777       0.47523   
2.30000       1.29077       0.50000       0.70000       0.00000       5896.48691    0.25318       0.46543   
2.30000       1.29375       0.50000       0.80000       0.00000       5855.78442    0.24010       0.45641   
2.30000       1.29645       0.50000       0.90000       0.00000       5819.33894    0.22830       0.44807   
2.30000       1.29889       0.50000       1.00000       0.00000       5786.49447    0.21761       0.44032   
2.30000       1.30117       0.50000       1.10000       0.00000       5756.22251    0.20788       0.43308   
2.30000       1.30329       0.50000       1.20000       0.00000       5728.17769    0.19898       0.42629   
2.30000       1.30524       0.50000       1.30000       0.00000       5702.43588    0.19081       0.41991   
2.30000       1.30706       0.50000       1.40000       0.00000       5678.74405    0.18328       0.41391   
2.30000       1.30872       0.50000       1.50000       0.00000       5657.07885    0.17633       0.40825   
2.30000       1.31026       0.50000       1.60000       0.00000       5637.22587    0.16988       0.40289   
2.30000       1.31168       0.50000       1.70000       0.00000       5618.89605    0.16389       0.39781   
2.30000       1.31302       0.50000       1.80000       0.00000       5601.71253    0.15831       0.39298   
2.30000       1.31429       0.50000       1.90000       0.00000       5585.56329    0.15309       0.38838   
2.30000       1.27084       0.60000       0.50000       0.00000       6178.24760    0.32263       0.51151   
2.30000       1.27509       0.60000       0.60000       0.00000       6116.69629    0.30499       0.50049   
2.30000       1.27890       0.60000       0.70000       0.00000       6062.13364    0.28917       0.49038   
2.30000       1.28234       0.60000       0.80000       0.00000       6013.42150    0.27492       0.48105   
2.30000       1.28547       0.60000       0.90000       0.00000       5969.68013    0.26200       0.47242   
2.30000       1.28832       0.60000       1.00000       0.00000       5930.18542    0.25024       0.46439   
2.30000       1.29097       0.60000       1.10000       0.00000       5893.63547    0.23950       0.45687   
2.30000       1.29344       0.60000       1.20000       0.00000       5859.95046    0.22963       0.44982   
2.30000       1.29573       0.60000       1.30000       0.00000       5829.01497    0.22055       0.44319   
2.30000       1.29785       0.60000       1.40000       0.00000       5800.51660    0.21216       0.43694   
2.30000       1.29980       0.60000       1.50000       0.00000       5774.34111    0.20438       0.43104   
2.30000       1.30161       0.60000       1.60000       0.00000       5750.36693    0.19716       0.42547   
2.30000       1.30329       0.60000       1.70000       0.00000       5728.18911    0.19043       0.42017   
2.30000       1.30487       0.60000       1.80000       0.00000       5707.38121    0.18414       0.41514   
2.30000       1.30636       0.60000       1.90000       0.00000       5687.85676    0.17825       0.41033   
2.30000       1.25913       0.70000       0.50000       0.00000       6352.13893    0.35720       0.53369   
2.30000       1.26381       0.70000       0.60000       0.00000       6281.90920    0.33861       0.52242   
2.30000       1.26802       0.70000       0.70000       0.00000       6219.46278    0.32186       0.51208   
