# Mass           Radius         Fe/Mg          Si/Mg          wt%+h2o        Bulk density   core_wt%       core_rad%      
0.70000       0.91966       0.50000       0.50000       0.00000       4961.69494    0.28414       0.49937   
0.70000       0.92187       0.50000       0.60000       0.00000       4925.98800    0.26777       0.48850   
0.70000       0.92384       0.50000       0.70000       0.00000       4894.66306    0.25318       0.47854   
0.70000       0.92558       0.50000       0.80000       0.00000       4866.95844    0.24010       0.46937   
0.70000       0.92715       0.50000       0.90000       0.00000       4842.28187    0.22830       0.46087   
0.70000       0.92857       0.50000       1.00000       0.00000       4820.16183    0.21761       0.45298   
0.70000       0.93020       0.50000       1.10000       0.00000       4794.88765    0.20788       0.44545   
0.70000       0.93152       0.50000       1.20000       0.00000       4774.51048    0.19898       0.43849   
0.70000       0.93273       0.50000       1.30000       0.00000       4755.90583    0.19081       0.43195   
0.70000       0.93385       0.50000       1.40000       0.00000       4738.85120    0.18328       0.42578   
0.70000       0.93488       0.50000       1.50000       0.00000       4723.24939    0.17633       0.41997   
0.70000       0.93578       0.50000       1.60000       0.00000       4709.56747    0.16988       0.41448   
0.70000       0.93663       0.50000       1.70000       0.00000       4696.78749    0.16389       0.40927   
0.70000       0.93743       0.50000       1.80000       0.00000       4684.79809    0.15831       0.40432   
0.70000       0.93818       0.50000       1.90000       0.00000       4673.53705    0.15309       0.39959   
0.70000       0.91090       0.60000       0.50000       0.00000       5106.18487    0.32263       0.52555   
0.70000       0.91350       0.60000       0.60000       0.00000       5062.63584    0.30499       0.51437   
0.70000       0.91582       0.60000       0.70000       0.00000       5024.26406    0.28917       0.50410   
0.70000       0.91790       0.60000       0.80000       0.00000       4990.19393    0.27492       0.49464   
0.70000       0.91978       0.60000       0.90000       0.00000       4959.74018    0.26200       0.48586   
0.70000       0.92148       0.60000       1.00000       0.00000       4932.35178    0.25024       0.47769   
0.70000       0.92336       0.60000       1.10000       0.00000       4902.19185    0.23950       0.46989   
0.70000       0.92493       0.60000       1.20000       0.00000       4877.34917    0.22963       0.46267   
0.70000       0.92637       0.60000       1.30000       0.00000       4854.63238    0.22055       0.45588   
0.70000       0.92770       0.60000       1.40000       0.00000       4833.77925    0.21216       0.44947   
0.70000       0.92892       0.60000       1.50000       0.00000       4814.65173    0.20438       0.44342   
0.70000       0.93002       0.60000       1.60000       0.00000       4797.70796    0.19716       0.43771   
0.70000       0.93104       0.60000       1.70000       0.00000       4781.88890    0.19043       0.43229   
0.70000       0.93201       0.60000       1.80000       0.00000       4767.06204    0.18414       0.42713   
0.70000       0.93291       0.60000       1.90000       0.00000       4753.14490    0.17825       0.42220   
0.70000       0.90293       0.70000       0.50000       0.00000       5242.48288    0.35720       0.54819   
0.70000       0.90585       0.70000       0.60000       0.00000       5191.99792    0.33861       0.53679   
0.70000       0.90846       0.70000       0.70000       0.00000       5147.34260    0.32186       0.52630   
0.70000       0.91082       0.70000       0.80000       0.00000       5107.55895    0.30668       0.51661   
