#       	100%fe	95%fe 	90%fe 	85%fe 	80%fe 	75%fe 	70%fe 	65%fe 	60%fe 	55%fe 	50%fe 	45%fe 	40%fe 	35%fe 	30%fe 	25%fe 	20%fe 	15%fe 	10%fe 	5%fe  	rocky 	5%h2o 	10%h2o	15%h2o	20%h2o	25%h2o	30%h2o	35%h2o	40%h2o	45%h2o	50%h2o	55%h2o	60%h2o	65%h2o	70%h2o	75%h2o	80%h2o	85%h2o	90%h2o	95%h2o	100%h2o	cold_h2/he	max_coll_strip
#Mearth 	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth	Rearth 	Rearth    	Rearth        
2.639  	1.0622	1.0912	1.1121	1.1318	1.1507	1.169 	1.1867	1.204 	1.221 	1.237 	1.253 	1.269 	1.285 	1.3   	1.315 	1.33  	1.345 	1.36  	1.374 	1.389 	1.403 	1.444 	1.474 	1.502 	1.528 	1.552 	1.575 	1.596 	1.617 	1.637 	1.657 	1.676 	1.695 	1.714 	1.732 	1.75  	1.768 	1.786 	1.804 	1.822 	1.839  	3.861     	1.1197        
2.828  	1.0808	1.1102	1.1317	1.152 	1.1714	1.1901	1.208 	1.226 	1.243 	1.26  	1.276 	1.293 	1.309 	1.324 	1.34  	1.355 	1.37  	1.385 	1.4   	1.415 	1.43  	1.472 	1.503 	1.531 	1.557 	1.581 	1.604 	1.626 	1.647 	1.668 	1.688 	1.708 	1.727 	1.746 	1.765 	1.783 	1.802 	1.82  	1.838 	1.856 	1.874  	3.94      	1.143         
3.031  	1.0995	1.1294	1.1515	1.1724	1.1923	1.211 	1.23  	1.248 	1.266 	1.283 	1.3   	1.317 	1.333 	1.349 	1.365 	1.381 	1.396 	1.412 	1.427 	1.442 	1.457 	1.5   	1.531 	1.56  	1.587 	1.611 	1.635 	1.657 	1.678 	1.699 	1.72  	1.74  	1.759 	1.779 	1.798 	1.817 	1.835 	1.854 	1.872 	1.891 	1.909  	4.021     	1.1663        
3.249  	1.1184	1.1489	1.1716	1.193 	1.213 	1.233 	1.252 	1.271 	1.289 	1.306 	1.324 	1.341 	1.357 	1.374 	1.39  	1.406 	1.422 	1.438 	1.454 	1.469 	1.485 	1.528 	1.56  	1.59  	1.617 	1.642 	1.665 	1.688 	1.71  	1.731 	1.752 	1.772 	1.792 	1.812 	1.831 	1.851 	1.87  	1.888 	1.907 	1.926 	1.944  	4.103     	1.1895        
3.482  	1.1374	1.1686	1.1919	1.214 	1.235 	1.255 	1.274 	1.293 	1.312 	1.33  	1.348 	1.365 	1.382 	1.399 	1.416 	1.432 	1.449 	1.465 	1.481 	1.497 	1.513 	1.557 	1.59  	1.62  	1.647 	1.672 	1.696 	1.719 	1.742 	1.763 	1.784 	1.805 	1.826 	1.846 	1.866 	1.885 	1.904 	1.924 	1.943 	1.962 	1.981  	4.187     	1.213         
3.732  	1.1566	1.1884	1.212 	1.235 	1.256 	1.277 	1.297 	1.316 	1.335 	1.354 	1.372 	1.39  	1.407 	1.425 	1.442 	1.459 	1.476 	1.492 	1.509 	1.525 	1.541 	1.586 	1.62  	1.651 	1.678 	1.704 	1.728 	1.751 	1.774 	1.796 	1.817 	1.839 	1.86  	1.88  	1.9   	1.92  	1.94  	1.959 	1.979 	1.998 	2.017  	4.272     	1.236         
4.     	1.176 	1.208 	1.233 	1.256 	1.278 	1.299 	1.32  	1.34  	1.359 	1.378 	1.397 	1.415 	1.433 	1.451 	1.468 	1.486 	1.503 	1.52  	1.536 	1.553 	1.57  	1.616 	1.65  	1.681 	1.709 	1.735 	1.76  	1.784 	1.807 	1.829 	1.851 	1.873 	1.894 	1.915 	1.935 	1.955 	1.975 	1.995 	2.015 	2.035 	2.055  	4.358     	1.262         
4.287  	1.1956	1.229 	1.254 	1.278 	1.3   	1.322 	1.343 	1.363 	1.383 	1.402 	1.422 	1.44  	1.459 	1.477 	1.495 	1.513 	1.53  	1.548 	1.565 	1.582 	1.599 	1.646 	1.681 	1.712 	1.741 	1.767 	1.792 	1.816 	1.84  	1.863 	1.885 	1.907 	1.929 	1.95  	1.971 	1.991 	2.012 	2.032 	2.052 	2.072 	2.092  	4.445     	1.289         
4.595  	1.215 	1.249 	1.275 	1.299 	1.322 	1.345 	1.366 	1.387 	1.407 	1.427 	1.447 	1.466 	1.485 	1.503 	1.522 	1.54  	1.558 	1.576 	1.593 	1.611 	1.629 	1.677 	1.713 	1.744 	1.773 	1.799 	1.825 	1.85  	1.873 	1.897 	1.92  	1.942 	1.964 	1.985 	2.007 	2.028 	2.048 	2.069 	2.09  	2.11  	2.131  	4.535     	1.315         
4.925  	1.235 	1.27  	1.296 	1.321 	1.345 	1.368 	1.39  	1.411 	1.432 	1.452 	1.472 	1.492 	1.511 	1.53  	1.549 	1.568 	1.586 	1.604 	1.622 	1.641 	1.659 	1.707 	1.744 	1.776 	1.805 	1.832 	1.858 	1.883 	1.908 	1.931 	1.955 	1.977 	2.    	2.022 	2.043 	2.064 	2.086 	2.107 	2.128 	2.149 	2.169  	4.625     	1.342         
5.278  	1.255 	1.291 	1.318 	1.344 	1.368 	1.391 	1.413 	1.435 	1.457 	1.477 	1.498 	1.518 	1.538 	1.557 	1.576 	1.596 	1.614 	1.633 	1.652 	1.67  	1.689 	1.738 	1.776 	1.808 	1.838 	1.865 	1.892 	1.917 	1.942 	1.966 	1.99  	2.013 	2.036 	2.058 	2.08  	2.102 	2.123 	2.145 	2.166 	2.187 	2.209  	4.717     	1.369         
5.657  	1.275 	1.312 	1.34  	1.366 	1.391 	1.415 	1.438 	1.46  	1.482 	1.503 	1.524 	1.544 	1.565 	1.585 	1.604 	1.624 	1.643 	1.662 	1.682 	1.7   	1.719 	1.77  	1.808 	1.841 	1.871 	1.899 	1.926 	1.952 	1.977 	2.002 	2.026 	2.049 	2.072 	2.095 	2.117 	2.14  	2.162 	2.183 	2.205 	2.227 	2.249  	4.81      	1.396         
6.063  	1.296 	1.333 	1.362 	1.389 	1.414 	1.438 	1.462 	1.485 	1.507 	1.529 	1.55  	1.571 	1.592 	1.612 	1.633 	1.653 	1.672 	1.692 	1.711 	1.731 	1.75  	1.802 	1.841 	1.874 	1.904 	1.933 	1.96  	1.987 	2.013 	2.038 	2.062 	2.086 	2.11  	2.133 	2.155 	2.178 	2.2   	2.222 	2.244 	2.267 	2.289  	4.904     	1.424         
6.498  	1.316 	1.354 	1.384 	1.411 	1.437 	1.462 	1.486 	1.51  	1.532 	1.555 	1.577 	1.598 	1.619 	1.64  	1.661 	1.681 	1.702 	1.722 	1.742 	1.762 	1.782 	1.834 	1.874 	1.907 	1.938 	1.967 	1.995 	2.023 	2.049 	2.074 	2.099 	2.123 	2.147 	2.17  	2.194 	2.217 	2.239 	2.262 	2.284 	2.307 	2.33   	5.        	1.452         
6.964  	1.337 	1.376 	1.406 	1.434 	1.461 	1.486 	1.511 	1.535 	1.558 	1.581 	1.603 	1.625 	1.647 	1.669 	1.69  	1.711 	1.731 	1.752 	1.773 	1.793 	1.813 	1.867 	1.907 	1.941 	1.973 	2.002 	2.031 	2.058 	2.085 	2.111 	2.136 	2.161 	2.185 	2.209 	2.232 	2.256 	2.279 	2.302 	2.325 	2.348 	2.371  	5.097     	1.481         
7.464  	1.358 	1.397 	1.429 	1.458 	1.485 	1.511 	1.536 	1.56  	1.584 	1.608 	1.631 	1.653 	1.675 	1.697 	1.719 	1.74  	1.761 	1.783 	1.803 	1.824 	1.845 	1.9   	1.941 	1.975 	2.007 	2.038 	2.067 	2.095 	2.122 	2.148 	2.173 	2.199 	2.223 	2.248 	2.272 	2.295 	2.319 	2.342 	2.365 	2.389 	2.412  	5.196     	1.51          
8.     	1.378 	1.419 	1.451 	1.481 	1.509 	1.535 	1.561 	1.586 	1.611 	1.634 	1.658 	1.681 	1.704 	1.726 	1.748 	1.77  	1.792 	1.813 	1.835 	1.856 	1.878 	1.934 	1.975 	2.01  	2.043 	2.073 	2.103 	2.131 	2.159 	2.185 	2.211 	2.237 	2.262 	2.287 	2.311 	2.335 	2.359 	2.383 	2.407 	2.43  	2.454  	5.296     	1.54          
8.574  	1.399 	1.441 	1.474 	1.504 	1.533 	1.56  	1.587 	1.612 	1.637 	1.661 	1.685 	1.709 	1.732 	1.755 	1.778 	1.8   	1.822 	1.844 	1.867 	1.888 	1.91  	1.968 	2.009 	2.045 	2.078 	2.11  	2.14  	2.168 	2.196 	2.223 	2.25  	2.276 	2.301 	2.326 	2.351 	2.376 	2.4   	2.424 	2.448 	2.472 	2.497  	5.397     	1.569         
9.19   	1.421 	1.464 	1.497 	1.528 	1.557 	1.585 	1.612 	1.638 	1.664 	1.689 	1.713 	1.737 	1.761 	1.784 	1.808 	1.831 	1.853 	1.876 	1.898 	1.921 	1.943 	2.002 	2.044 	2.08  	2.114 	2.146 	2.177 	2.206 	2.234 	2.262 	2.288 	2.315 	2.341 	2.366 	2.391 	2.416 	2.441 	2.466 	2.49  	2.515 	2.54   	5.499     	1.599         
9.849  	1.442 	1.486 	1.52  	1.552 	1.582 	1.611 	1.638 	1.665 	1.691 	1.716 	1.741 	1.766 	1.79  	1.814 	1.838 	1.861 	1.884 	1.908 	1.931 	1.954 	1.977 	2.037 	2.079 	2.116 	2.15  	2.183 	2.214 	2.244 	2.272 	2.3   	2.328 	2.354 	2.381 	2.407 	2.432 	2.458 	2.483 	2.508 	2.533 	2.558 	2.583  	5.603     	1.63          
10.56  	1.463 	1.509 	1.544 	1.576 	1.607 	1.636 	1.664 	1.691 	1.718 	1.744 	1.77  	1.795 	1.819 	1.844 	1.868 	1.892 	1.916 	1.94  	1.963 	1.987 	2.01  	2.072 	2.115 	2.152 	2.187 	2.22  	2.252 	2.282 	2.311 	2.339 	2.367 	2.394 	2.421 	2.447 	2.473 	2.499 	2.525 	2.55  	2.576 	2.601 	2.627  	5.708     	1.661         
11.31  	1.485 	1.531 	1.568 	1.601 	1.632 	1.662 	1.69  	1.718 	1.745 	1.772 	1.798 	1.824 	1.849 	1.874 	1.899 	1.923 	1.948 	1.972 	1.996 	2.02  	2.044 	2.107 	2.15  	2.189 	2.224 	2.258 	2.29  	2.32  	2.35  	2.379 	2.407 	2.434 	2.462 	2.488 	2.515 	2.541 	2.567 	2.593 	2.619 	2.645 	2.672  	5.814     	1.693         
12.13  	1.506 	1.554 	1.591 	1.625 	1.657 	1.687 	1.717 	1.745 	1.773 	1.8   	1.827 	1.853 	1.879 	1.904 	1.93  	1.955 	1.98  	2.004 	2.029 	2.054 	2.078 	2.142 	2.186 	2.225 	2.262 	2.296 	2.328 	2.359 	2.389 	2.419 	2.447 	2.475 	2.503 	2.53  	2.557 	2.584 	2.61  	2.637 	2.663 	2.69  	2.716  	5.922     	1.726         
13.    	1.528 	1.577 	1.615 	1.65  	1.682 	1.713 	1.743 	1.772 	1.801 	1.829 	1.856 	1.883 	1.909 	1.935 	1.961 	1.987 	2.012 	2.037 	2.063 	2.088 	2.113 	2.178 	2.223 	2.263 	2.3   	2.334 	2.367 	2.398 	2.429 	2.459 	2.488 	2.516 	2.544 	2.572 	2.599 	2.627 	2.653 	2.68  	2.707 	2.734 	2.761  	6.03      	1.759         
13.93  	1.55  	1.6   	1.639 	1.675 	1.708 	1.74  	1.77  	1.8   	1.829 	1.857 	1.885 	1.912 	1.939 	1.966 	1.992 	2.019 	2.045 	2.071 	2.096 	2.122 	2.148 	2.214 	2.26  	2.3   	2.338 	2.373 	2.406 	2.438 	2.469 	2.499 	2.528 	2.557 	2.586 	2.614 	2.642 	2.67  	2.697 	2.724 	2.752 	2.779 	2.807  	6.14      	1.793         
14.93  	1.572 	1.624 	1.663 	1.7   	1.734 	1.766 	1.797 	1.828 	1.857 	1.886 	1.914 	1.942 	1.97  	1.997 	2.024 	2.051 	2.077 	2.104 	2.13  	2.157 	2.183 	2.251 	2.297 	2.338 	2.376 	2.412 	2.445 	2.478 	2.509 	2.54  	2.57  	2.599 	2.628 	2.657 	2.685 	2.713 	2.741 	2.769 	2.796 	2.824 	2.852  	6.251     	1.827         
16.    	1.594 	1.647 	1.688 	1.725 	1.76  	1.793 	1.824 	1.855 	1.885 	1.915 	1.944 	1.973 	2.001 	2.028 	2.056 	2.083 	2.111 	2.138 	2.165 	2.192 	2.219 	2.287 	2.335 	2.376 	2.415 	2.451 	2.485 	2.518 	2.55  	2.581 	2.611 	2.641 	2.671 	2.7   	2.728 	2.757 	2.785 	2.813 	2.841 	2.869 	2.898  	6.363     	1.862         
17.15  	1.616 	1.671 	1.712 	1.75  	1.786 	1.819 	1.852 	1.883 	1.914 	1.944 	1.974 	2.003 	2.032 	2.06  	2.088 	2.116 	2.144 	2.172 	2.199 	2.227 	2.254 	2.324 	2.372 	2.415 	2.454 	2.49  	2.525 	2.559 	2.591 	2.622 	2.653 	2.684 	2.713 	2.743 	2.772 	2.8   	2.829 	2.858 	2.886 	2.915 	2.944  	6.476     	1.898         
18.38  	1.639 	1.694 	1.737 	1.776 	1.812 	1.846 	1.879 	1.912 	1.943 	1.974 	2.004 	2.034 	2.063 	2.092 	2.121 	2.149 	2.177 	2.206 	2.234 	2.262 	2.29  	2.362 	2.411 	2.454 	2.493 	2.53  	2.565 	2.599 	2.632 	2.664 	2.696 	2.726 	2.756 	2.786 	2.815 	2.845 	2.874 	2.903 	2.932 	2.961 	2.99   	6.59      	1.934         
19.7   	1.661 	1.718 	1.762 	1.801 	1.838 	1.873 	1.907 	1.94  	1.972 	2.003 	2.034 	2.064 	2.094 	2.124 	2.153 	2.182 	2.211 	2.24  	2.269 	2.298 	2.327 	2.399 	2.449 	2.493 	2.533 	2.57  	2.606 	2.64  	2.674 	2.706 	2.738 	2.769 	2.8   	2.83  	2.859 	2.889 	2.918 	2.948 	2.977 	3.007 	3.037  	6.705     	1.971         
21.11  	1.683 	1.742 	1.787 	1.827 	1.865 	1.9   	1.935 	1.968 	2.001 	2.033 	2.064 	2.095 	2.126 	2.156 	2.186 	2.216 	2.245 	2.275 	2.304 	2.333 	2.363 	2.437 	2.488 	2.532 	2.573 	2.611 	2.647 	2.682 	2.716 	2.749 	2.781 	2.812 	2.843 	2.873 	2.903 	2.933 	2.963 	2.993 	3.023 	3.053 	3.083  	6.821     	2.009         
22.63  	1.706 	1.766 	1.812 	1.853 	1.891 	1.928 	1.963 	1.997 	2.03  	2.063 	2.095 	2.127 	2.158 	2.188 	2.219 	2.249 	2.279 	2.309 	2.339 	2.369 	2.4   	2.475 	2.527 	2.572 	2.613 	2.651 	2.688 	2.724 	2.758 	2.791 	2.824 	2.855 	2.886 	2.917 	2.948 	2.978 	3.008 	3.038 	3.068 	3.099 	3.13   	6.938     	2.047         
24.25  	1.728 	1.79  	1.837 	1.878 	1.918 	1.955 	1.991 	2.026 	2.06  	2.093 	2.126 	2.158 	2.19  	2.221 	2.252 	2.283 	2.313 	2.344 	2.374 	2.405 	2.436 	2.513 	2.565 	2.611 	2.653 	2.692 	2.729 	2.765 	2.8   	2.834 	2.866 	2.899 	2.93  	2.961 	2.992 	3.023 	3.053 	3.084 	3.114 	3.145 	3.176  	7.055     	2.085         
25.99  	1.751 	1.814 	1.862 	1.904 	1.944 	1.982 	2.019 	2.055 	2.089 	2.123 	2.157 	2.189 	2.221 	2.253 	2.285 	2.316 	2.347 	2.378 	2.409 	2.441 	2.473 	2.551 	2.604 	2.651 	2.693 	2.733 	2.771 	2.807 	2.842 	2.876 	2.909 	2.942 	2.974 	3.005 	3.037 	3.067 	3.098 	3.129 	3.16  	3.191 	3.223  	7.173     	2.125         
27.86  	1.773 	1.838 	1.887 	1.93  	1.971 	2.01  	2.047 	2.084 	2.119 	2.154 	2.187 	2.221 	2.253 	2.285 	2.317 	2.349 	2.381 	2.413 	2.444 	2.476 	2.509 	2.589 	2.643 	2.69  	2.733 	2.773 	2.812 	2.849 	2.884 	2.919 	2.952 	2.985 	3.018 	3.05  	3.081 	3.112 	3.144 	3.175 	3.206 	3.237 	3.269  	7.292     	2.164         
29.86  	1.795 	1.862 	1.912 	1.956 	1.998 	2.037 	2.076 	2.113 	2.149 	2.184 	2.218 	2.252 	2.285 	2.318 	2.35  	2.382 	2.415 	2.447 	2.479 	2.512 	2.545 	2.626 	2.682 	2.729 	2.773 	2.814 	2.853 	2.89  	2.926 	2.961 	2.995 	3.028 	3.061 	3.094 	3.126 	3.157 	3.189 	3.22  	3.252 	3.284 	3.316  	7.411     	2.205         
32.    	1.818 	1.886 	1.937 	1.982 	2.025 	2.065 	2.104 	2.142 	2.178 	2.214 	2.249 	2.283 	2.316 	2.35  	2.383 	2.416 	2.448 	2.481 	2.514 	2.547 	2.581 	2.664 	2.72  	2.769 	2.813 	2.855 	2.894 	2.932 	2.968 	3.003 	3.038 	3.072 	3.105 	3.137 	3.17  	3.202 	3.234 	3.266 	3.298 	3.33  	3.363  	7.531     	2.246         
